# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-p" "--ignoreDup" "-M" "--fraction" "-T" "16" "-G" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.fa" "-p" "--countReadPairs" "-a" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "./read_counts_v2/read_counts_table" "./dedup_v2/VM-1_S1_L001.sorted.dedup.bam" "./dedup_v2/VM-2_S2_L001.sorted.dedup.bam" "./dedup_v2/VM-3_S3_L001.sorted.dedup.bam" "./dedup_v2/VM-4_S4_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./dedup_v2/VM-1_S1_L001.sorted.dedup.bam	./dedup_v2/VM-2_S2_L001.sorted.dedup.bam	./dedup_v2/VM-3_S3_L001.sorted.dedup.bam	./dedup_v2/VM-4_S4_L001.sorted.dedup.bam
YCL032W	III	63441	64481	+	1041	688.06	539.92	946	819.50
YCR049C	III	211871	212317	-	447	0	1	1	0.50
YCR076C	III	249293	250045	-	753	184.50	141.25	198.75	224.50
YCL057C-A	III	24032	24325	-	294	702	396.83	669	523
YCR053W	III	216697	218241	+	1545	10279	5653.65	10319.40	7636.77
YCL008C	III	105696	106853	-	1158	1834	1414.25	1768	1645.50
YCR072C	III	240805	242352	-	1548	1422	690.08	1492.16	1049
YCR057C	III	220457	223228	-	2772	3675.37	1525.25	3801	2209.05
YCL044C	III	47111	48364	-	1254	2465.50	2208.25	2534.25	2756.83
YCL033C	III	62776	63282	-	507	986.17	936	1170.17	1366
YCL030C	III	65934	68333	-	2400	7661.67	4682.00	7242.75	5874
YCL068C	III	11503	12285	-	783	221.83	156.42	218.83	201.50
YCL035C	III	60841	61173	-	333	710	900.50	898	1209
YCR008W	III	128470	130281	+	1812	5517.67	3831.50	5996.10	5032.12
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	2	2.50	1	2.25
YCR091W	III	274404	276566	+	2163	758.10	733.82	906.62	1036.48
YCR108C	III	315997	316188	-	192	1.50	0	1.50	0.70
YCR042C	III	201174	205397	-	4224	3693	1878.08	4201.08	2601
snR65	III	177183	177282	+	100	35	22	42	18
YCL055W	III	27929	28936	+	1008	1438.33	5407.75	1837.00	7800.42
YCR003W	III	118620	119171	+	552	826	336	1040.33	586.25
YCR022C	III	157421	157765	-	345	113	85	127	104
YCR089W	III	267434	272263	+	4830	22623.45	206113.59	24799.89	249262.16
tG(GCC)C	III	142701	142771	-	71	0	0	0	0
YCL016C	III	94621	95763	-	1143	360	243	436	390
YCL031C	III	64675	65568	-	894	2058.31	1137	2672	1683
YCL048W-A	III	41488	41727	+	240	26	16	28.50	30
YCR018C	III	148238	148903	-	666	659.92	591.92	745.45	866.55
YCL022C	III	81570	82085	-	516	1	1.17	0.50	0
YCR087C-A	III	264006	264467	-	462	329.00	85	407	130
tT(AGU)C	III	295484	295556	+	73	13	8	12	15
YCL023C	III	78949	79296	-	348	4	0	0	2
YCL010C	III	103571	104350	-	780	369.29	312	363	419
YCR001W	III	115685	115999	+	315	0	0	0	0
tM(CAU)C	III	149920	149991	+	72	0.20	0	0	0
YCL018W	III	91324	92418	+	1095	3720.50	2344.30	3567	3074.75
YCR073C	III	242588	246583	-	3996	610.40	1135	745.35	1673.22
YCR048W	III	211929	213761	+	1833	1143.50	466.07	1047	552.27
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	167	88	214	106.64
YCR033W	III	186489	190169	+	3681	3839	2695.75	4310.50	3552.83
YCL007C	III	106974	107366	-	393	11.50	12	9	10.50
YCR019W	III	152837	153928	+	1092	614	436.32	733	572.64
YCR102C	III	304361	305467	-	1107	45	28	50	38.17
YCR075W-A	III	248975	249202	+	228	205.75	188	260	314
YCL058W-A	III	23584	23925	+	342	143	40	205	86
YCL047C	III	43661	44437	-	777	511.33	360	630.21	517.57
YCR106W	III	310958	313456	+	2499	738.10	359.35	689.35	602.51
YCR040W	III	200442	200969	+	528	6.50	3.83	6.92	6.83
YCR061W	III	225563	227458	+	1896	3517.50	2139.08	3479.54	2610.47
YCR045C	III	208135	209610	-	1476	42.31	18.50	54	37.33
YCR085W	III	262916	263269	+	354	2.25	1	1	5
YCR024C-B	III	162599	162865	-	267	11370.79	4870.50	11988.53	6409.08
YCR101C	III	302482	303030	-	549	157.17	166	199	244
YCL049C	III	39786	40724	-	939	770.75	618.42	778.25	855.50
YCR015C	III	141217	142170	-	954	211.12	88	185	145
snR33	III	142364	142546	-	183	893	532	784	685.25
YCR038C	III	197621	199549	-	1929	1080.17	870.75	1223.75	1165.72
YCL063W	III	17290	18561	+	1272	1097.00	829.85	1219.62	1087.06
YCR024C	III	160744	162222	-	1479	1714.75	1732.08	1937	2414
YCR065W	III	229310	231004	+	1695	1929.50	1302.83	1914	1856.46
YCR087W	III	263976	264491	+	516	36	27	44.75	32.25
YCR034W	III	190592	191635	+	1044	5153.80	2671.91	5460.68	3586.14
YCL052C	III	34143	35393	-	1251	1204.33	1117	1462.17	1578.67
YCR004C	III	119575	120318	-	744	1209	1045	1252	1403
YCR059C	III	223454	224230	-	777	645	253.25	483.06	289.50
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	91.18	74.35	106.74	94.25
YCR096C	III	293179	293538	-	360	146.83	110.00	179.50	187.99
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	1519	983	1692.31	1426
tN(GUU)C	III	127716	127789	+	74	5.10	16	5.10	20.20
YCL021W-A	III	83620	83997	+	378	1934.28	1073.50	2083	1437.25
YCL064C	III	15798	16880	-	1083	3405	481	3892	671
YCR028C	III	170886	172424	-	1539	1413	848	1365.50	1129.50
YCR082W	III	258883	259269	+	387	1038	583	1183	791.12
YCL061C	III	18816	22106	-	3291	1046.50	813	1257.50	1273
YCL073C	III	6479	8326	-	1848	25	14	34.25	16
YCR013C	III	138402	139049	-	648	21	9	24	19
YCR090C	III	272315	272863	-	549	943	108	1106	163
YCR084C	III	260311	262452	-	2142	8942.50	5789	8428.10	7035.25
YCR050C	III	213464	213772	-	309	0	0	0.06	1
YCR099C	III	300832	301299	-	468	113.12	98	130.50	165.50
YCL066W	III	13282	13809	+	528	5.08	3.58	4.75	6.08
snR189	III	178610	178798	-	189	2011.12	1504	1978.06	1795.83
YCR095C	III	288170	289258	-	1089	414	225	517.75	284
YCR068W	III	237214	238776	+	1563	1095.50	1195.38	1093.50	1600.83
YCL017C	III	92777	94270	-	1494	2673.50	2170	2663	2888.25
YCL058C	III	23523	23981	-	459	192.81	140.19	234	182.10
YCL014W	III	96281	101191	+	4911	2365.08	1523.44	2479.91	2196.34
YCL050C	III	37836	38801	-	966	5586.60	4390	6614.25	5892.58
YCR067C	III	233125	236322	-	3198	7295.70	4756.00	7525.75	6277.92
YCR047C	III	210718	211545	-	828	589	202	613	276
YCR044C	III	206877	207950	-	1074	1726.12	1015	1802	1337.10
YCR026C	III	164111	166339	-	2229	2580.76	1600.50	2705.20	2257.17
YCR093W	III	280117	286443	+	6327	15198.75	10688.56	16390.27	14645.83
YCR012W	III	137746	138996	+	1251	23490.08	16785.83	22458.75	21131.75
YCR075C	III	248033	248815	-	783	134	87	143.46	155.12
YCL043C	III	48653	50221	-	1569	18235.54	18358.75	17201.38	22288.71
YCL025C	III	76018	77919	-	1902	716.30	564.50	651.10	668
YCL067C	III	12386	13018	-	633	188.16	140.08	248.66	253.66
YCR023C	III	158538	160373	-	1836	2694	1538	2772	1989.50
YCR010C	III	132273	133124	-	852	11	29	14	32
YCL056C	III	26925	27359	-	435	207	442	260	618.50
YCR081W	III	254371	258654	+	4284	3689.83	2319.33	4292.15	3449.29
YCR018C-A	III	151608	151862	-	255	10.24	3.58	1.17	6.50
YCR030C	III	173826	176438	-	2613	4369.70	4456.75	4585.08	5899.67
YCL027W	III	71803	73341	+	1539	2101.27	9842.17	2553.12	13300.22
YCL051W	III	35865	37616	+	1752	1130.06	737.35	1237.08	1066.83
YCL038C	III	54941	56527	-	1587	618	415	595	546
YCR027C	III	167370	167999	-	630	580	414	583	607
YCL001W-A	III	113080	113541	+	462	5	0.06	6	12.17
YCR016W	III	143634	144506	+	873	768	322	997.25	452.38
YCL054W	III	31449	33974	+	2526	3257	1310.75	3751.08	1897.21
YCR105W	III	309070	310155	+	1086	13	9.50	8	11
YCR024C-A	III	162945	163067	-	123	6018.94	2688	6377.87	3438.75
YCL020W	III	85102	86418	+	1317	9371.68	8270.53	12867.20	12375.35
YCL019W	III	85102	90415	+	5314	42775.58	37180.63	58796.00	57398.37
RUF22	VI	199299	199813	-	515	0	1	0	0
YFL031C-A	VI	76014	76115	-	102	1	0	1	0
YFL026W	VI	82580	83875	+	1296	21180.33	17575.58	22666.10	22743.12
YFR027W	VI	207452	208297	+	846	54.20	47.17	65.40	51
YFR052W	VI	252505	253329	+	825	2141	1839	2501	2559.83
YFL064C	VI	3322	3846	-	525	89.06	92.64	89.24	103.76
YFL015C	VI	106469	106963	-	495	5	2	0	3.25
YFL011W	VI	112345	113985	+	1641	7	16.33	10.56	19.25
YFR017C	VI	182274	182861	-	588	456	375	484	542
YFL018C	VI	101628	103127	-	1500	3886	2409	4476	3579.50
YFL032W	VI	74872	75192	+	321	471.50	397.96	410.69	478.44
YFR036W	VI	226963	227337	+	375	406	257	525	354
YFR006W	VI	156145	157752	+	1608	2318	1149	2755	1587.81
YFR021W	VI	194812	196314	+	1503	933.17	834.50	951.62	1125
tK(CUU)F	VI	226688	226760	-	73	0	0	1	0
YFL034W	VI	65477	68698	+	3222	1134.09	851.83	1251.50	1236.08
YFL012W-A	VI	109810	110184	+	375	4	6	3	2
YFL024C	VI	87847	90345	-	2499	2183.40	1478	2825.73	2294.53
YFL013C	VI	107852	109930	-	2079	1275	918.40	1612.80	1404.40
RUF23	VI	221714	221967	+	254	2	1	4	4
YFL046W	VI	42815	43438	+	624	175.17	134	203	177.06
YFR014C	VI	172537	173877	-	1341	361	360	456	460
YFL056C	VI	14305	15431	-	1127	219.83	173	219.75	206.67
YFL041W-A	VI	48734	48925	+	192	12	7	8	20
YFR055W	VI	264204	265226	+	1023	1286.50	450	1303	602
YFR013W	VI	169922	172285	+	2364	1664	946.38	1764.25	1389.58
YFR049W	VI	248523	248894	+	372	682	605	813	816
YFL050C	VI	33272	35848	-	2577	765.07	570.12	826.67	753.75
YFR044C	VI	239992	241437	-	1446	6026.80	4406.25	5903.10	5876
YFR032C-B	VI	223710	223973	-	264	149.25	111.75	139	137
YFR034W-A	VI	226022	226309	+	288	182	80.62	191.25	121.50
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	25.62	13.34	10.11	4.47
YFR009W	VI	162488	164746	+	2259	5657.50	3479.12	6154.50	5001.83
tA(AGC)F	VI	204924	204996	-	73	0	0	0	1
YFL045C	VI	43628	44392	-	765	3853	2101	3888	2899.50
YFL068W	VI	53	535	+	483	0.71	0.78	1.11	1.66
YFR018C	VI	183131	184222	-	1092	1015.50	493	890	564.67
YFR034C	VI	225020	225958	-	939	376	157	291	232
YFR029W	VI	210937	212973	+	2037	1266.60	1163.50	1315.40	1651
YFL003C	VI	134521	137157	-	2637	83	69.17	117	82.67
YFR041C	VI	237368	238255	-	888	319	289.50	358	408
YFL059W	VI	11363	12259	+	897	90.25	39	90.50	44.50
YFL062W	VI	6426	7565	+	1140	422.53	487.99	484.37	674.16
YFR026C	VI	205748	206257	-	510	37	22	36	38
YFL014W	VI	107256	107585	+	330	558	597	625.50	883.50
YFL066C	VI	1437	2615	-	1179	89.38	58.74	81.77	101.61
YFL047W	VI	40421	42565	+	2145	1612	1486	1904	2032.50
YFR032C-A	VI	223258	223437	-	180	3107.50	1635.25	3348.75	2132
YFR056C	VI	263957	264325	-	369	1	3	1	1
RUF20	VI	131061	131503	-	443	20	13	16	19
YFL044C	VI	44655	45560	-	906	839	792	898	1064
YFR011C	VI	166746	167258	-	513	810	473	976	635
YFR022W	VI	196833	199034	+	2202	982	677	1047	893.07
YFR047C	VI	244279	245166	-	888	860.10	545	803.50	801.50
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	0.67	0	0.67	0.33
YFL051C	VI	30058	30540	-	483	11	8	23	14
YFL054C	VI	20847	22787	-	1941	635.67	618	621.25	749.17
YFR036W-A	VI	227451	228101	+	651	12.00	3.33	19.67	5.71
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	2483	1703	2583.08	2265
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	489	314.50	514	449
YFR002W	VI	150016	152535	+	2520	3197.50	1827.75	3754	2585.75
YFL012W	VI	110647	111093	+	447	4	1	3	1
YFL033C	VI	69115	74427	-	5313	5235.50	3619.87	6083.45	5168.17
YFL021W	VI	95966	97498	+	1533	3102	3560.70	3204.50	4552.75
YFL008W	VI	119429	123106	+	3678	1701.70	1206	2017.56	1779.38
YFL019C	VI	100252	100605	-	354	4487.50	2757.50	32	23
YFR005C	VI	154527	155873	-	1347	780	542	933.08	776
YFL022C	VI	93499	95010	-	1512	5798.75	3187.25	5970.33	4264.50
YFL028C	VI	79344	80213	-	870	616	377	752	556
YFL052W	VI	28232	29629	+	1398	94.17	173	90.08	246.42
YFR008W	VI	160535	161200	+	666	108	107	121	127.56
YFL002C	VI	145114	146934	-	1821	1232	619	1290.17	954
YFL055W	VI	17004	18680	+	1677	774.14	757.08	735.33	947.08
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	951.17	898.50	1070.17	1248
YFR023W	VI	199874	201709	+	1836	20	28.25	29	19
YFR001W	VI	149110	149724	+	615	1036	594.67	1360	850
YFL023W	VI	90986	93376	+	2391	929	357.06	1032.56	568.00
YFL020C	VI	99231	99599	-	369	2387.33	1546.16	42.50	49
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	1	0	1	2
YFL067W	VI	836	1363	+	528	0.50	0.50	1	2.25
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	12718.75	6947.75	12943.35	9156.50
YFL010C	VI	115108	115743	-	636	3154.21	2681.50	3065	3455
tN(GUU)F	VI	137486	137559	-	74	6.60	8	4.10	6.20
YFL053W	VI	23423	25198	+	1776	14.06	15.32	21	11.17
YFR030W	VI	213312	216419	+	3108	4839.83	6056.88	4636	7189.12
YFR003C	VI	152657	153124	-	468	503	486.75	632	743
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	29660.75	24755.00	29887.83	32047.10
YFL029C	VI	78055	79161	-	1107	388.07	329.50	465	414
YFL030W	VI	76831	77988	+	1158	178	148.25	129	226.13
YFL058W	VI	12929	13951	+	1023	268.83	131.25	297.33	194.04
YFL016C	VI	104701	106236	-	1536	1457.25	823.25	1604.73	1099.00
YFR040W	VI	234242	237250	+	3009	2877.50	1634.92	3014.50	2312.47
YFL041W	VI	49139	51007	+	1869	2241.14	1254.03	2148.50	1684.16
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	14.75	10.75	13	10.25
tG(GCC)F1	VI	162228	162298	+	71	0	0	0	0
YFL036W	VI	58782	62837	+	4056	4575	1879.03	4999.36	2742.54
YFR053C	VI	253592	255049	-	1458	4904.35	3284.62	5911	4352
YFL048C	VI	38843	40180	-	1338	2639.50	2288.50	2994	3275
YFL015W-A	VI	106415	106732	+	318	0	0	0	3
YFR057W	VI	269061	269516	+	456	1	2	5	4
YFR046C	VI	243074	244159	-	1086	339	237.50	396.50	311.50
YFL037W	VI	56336	57709	+	1374	3673.14	3098.32	3417.25	4197.67
YFL061W	VI	9545	10222	+	678	42	44	52	53.60
YFL017C	VI	103983	104462	-	480	159	91	233	117
YFR012W	VI	167888	168496	+	609	63	22	84	41
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	2150.50	1041	2560	1495.50
YFR010W	VI	165067	166566	+	1500	2620.67	1941.07	2908.62	2881.17
YFL040W	VI	51350	52972	+	1623	7	2.12	3	1.17
YFR020W	VI	192737	193435	+	699	359	366.25	397	500
YFR038W	VI	229380	231941	+	2562	1544	1007.38	1693	1485
YFR012W-A	VI	169224	169310	+	87	31	9	44	23
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	9608.63	9090.12	8868.83	10952.60
YFL017W-A	VI	103699	103932	+	234	283.75	195.62	316.25	280.38
YFL005W	VI	130334	130981	+	648	1208.50	804	1542	1255
YFR019W	VI	184502	191338	+	6837	4347.83	3964.62	4944.17	5545.79
YFL042C	VI	45720	47744	-	2025	790	664.25	798	893.25
YFR042W	VI	238458	239060	+	603	662	622	726	867
YFR050C	VI	249066	249866	-	801	2947	2345	3123	2979
YFR007W	VI	159299	160360	+	1062	723.75	398.03	861	545.50
YFL065C	VI	3030	3338	-	309	141.97	105.65	135.16	150.51
YFL038C	VI	55366	55986	-	621	3280	2136	3709.67	2923
YFR015C	VI	174265	176391	-	2127	413	327	465.92	426
tG(GCC)F2	VI	180974	181044	-	71	2	0	0	0
YFR009W-A	VI	163875	164132	+	258	666	432	807.50	658.33
YFL060C	VI	10301	10969	-	669	69.50	53	82.50	82
YFR043C	VI	239114	239827	-	714	584.50	373	759	517.50
YFL049W	VI	36803	38674	+	1872	1017.11	838.07	1217.25	1189.77
YFR052C-A	VI	253429	253734	-	306	334.25	178.50	372	290
RUF21	VI	57815	58521	-	707	1	3	3	3
YFR028C	VI	208413	210068	-	1656	1309.25	961.12	1425.19	1357.06
YFR010W-A	VI	166728	166916	+	189	3.50	1	10	6
YFR051C	VI	250163	251803	-	1641	5087	4058.14	4803.67	5016
YFR016C	VI	177042	180743	-	3702	2316.00	1602.50	2654.33	2313
YFR032C	VI	222090	222959	-	870	31	7	28	13
YFL001W	VI	147131	148459	+	1329	1427.50	872.06	1798.12	1326.06
YFR037C	VI	227513	229186	-	1674	1022	565.83	981	895.50
YFL013W-A	VI	107799	108602	+	804	5	3.04	2	2
YFL063W	VI	5066	5521	+	456	4.50	1.50	5.33	7.32
YFR025C	VI	203743	204750	-	1008	820.50	577.50	995.50	769
YFL025C	VI	84145	87234	-	3090	1090.00	857.12	1109.00	1175.17
YFR054C	VI	258855	259433	-	579	64	32	38	37
YFR033C	VI	224326	224769	-	444	1729	1162	2105	1634.00
YFR031C	VI	216594	220106	-	3513	871	689	1000.42	1049
YFL021C-A	VI	95761	96615	-	855	22	22	16	14
YFL010W-A	VI	114990	115274	+	285	4	11	1.25	7
YFR039C	VI	232012	233544	-	1533	397	449	412.50	626
YFL027C	VI	80419	81912	-	1494	1052.17	825.17	1237	1235.50
YFL007W	VI	123479	129910	+	6432	12214.56	8225.10	12737.33	11106.49
YFL004W	VI	131810	134296	+	2487	4155.50	1784	4274.12	2599
YFR048W	VI	246146	248134	+	1989	1033.50	564	1115	831
YFR035C	VI	226121	226465	-	345	0	1	2.25	1
tY(GUA)F1	VI;VI	167437;167490	167475;167525	+;+	75	1	0	1	0
YFL009W	VI	116145	118484	+	2340	1858.98	1296.17	2117.81	1735.54
YFR004W	VI	153393	154313	+	921	1858.06	1652.62	2253.19	2187.75
YFL002W-B	VI	138204	139520	+	1317	15073.49	13602.77	21478.11	21230.65
YFL002W-A	VI	138204	143517	+	5314	45561.51	41239.86	64482.19	65264.12
YAL037W	I	74020	74823	+	804	288	243	323.50	328
YAL016W	I	124879	126786	+	1908	3483	2721.50	3683.25	3796.88
YAL003W	I;I	142174;142620	142253;143160	+;+	621	7397.92	3423.50	8021	4571.17
YAL053W	I	45899	48250	+	2352	4401.25	8088	4326.83	10656.33
YAL031W-A	I	84669	84977	+	309	1	0	2	4
YAL019W	I	114919	118314	+	3396	4692.33	2375.50	5171.25	3283.50
YAL024C	I	101565	105872	-	4308	1616.29	1324.62	1918.54	2072.63
YAL034W-A	I	79718	80587	+	870	80	42	95	69.50
YAL064W-B	I	12046	12426	+	381	94.17	63.00	81.67	74.00
YAL018C	I	118564	119541	-	978	2	0	10	7
YAL037C-A	I	73426	73518	-	93	1	0	1	4
YAL056C-A	I	38696	39046	-	351	0	1	3	5
tL(CAA)A	I;I	181141;181211	181178;181254	+;+	82	30.58	25.56	34.20	31.93
YAL048C	I	52801	54789	-	1989	1271	864.55	1384.17	1228.15
YAL025C	I	100225	101145	-	921	1661	689.50	2222.75	1041.75
YAR064W	I	220198	220497	+	300	0	1	1.50	1
YAL031C	I	84749	87031	-	2283	1543.08	1534.69	1618.19	1967.57
YAR075W	I	228844	229317	+	474	46.25	15.50	65.58	29.50
YAL063C-A	I	22395	22685	-	291	44	21	33	24.12
tP(UGG)A	I;I	139152;139219	139187;139254	+;+	72	3.12	1.34	1.11	1.47
tA(UGC)A	I	166267	166339	+	73	0	0	0	3
YAL023C	I	106272	108551	-	2280	7512.27	5005.50	7023.14	6454.71
YAL062W	I	31567	32940	+	1374	58	41	68	44.07
YAR061W	I	218140	219145	+	1006	23.47	10.25	24.57	23.82
YAL026C	I	95630	99697	-	4068	5482.59	4003.17	5819.33	5458.91
YAL014C	I	128252	129019	-	768	1059.58	876.50	1108.50	1116.50
YAL034C-B	I	79489	79842	-	354	0	1	1	0
YAR035W	I	190193	192256	+	2064	411.25	157	413.57	219
YAL010C	I	134184	135665	-	1482	942.97	733.72	1271.44	1082.72
YAL042W	I	61316	62563	+	1248	3323.50	1853.50	3181.75	2401
YAL038W	I	71786	73288	+	1503	64980.83	46139.83	65014.76	56945.84
YAR003W	I	155005	156285	+	1281	596	449.12	616	615.42
YAL045C	I	57488	57796	-	309	3	0	3	4
YAR007C	I	156754	158619	-	1866	1522.01	1254.51	1685.47	1835.64
YAL030W	I;I	87286;87501	87387;87752	+;+	354	430	315	469	535.33
YAR027W	I	183770	184477	+	708	1457.70	1650.65	1662.25	2036.20
YAL055W	I	42177	42719	+	543	31	19.25	34.25	35
YAL060W	I	35155	36303	+	1149	2105	729.12	2037.25	943.17
YAL017W	I	120225	124295	+	4071	2676.08	2100.50	2756.86	3010.71
YAR018C	I	170396	171703	-	1308	154.58	105.52	190.55	145.50
YAL069W	I	335	649	+	315	2.25	0.50	0.50	0.08
YAL063C	I	24000	27968	-	3969	590.84	398.80	603.10	470.95
YAL046C	I	57029	57385	-	357	186.81	65	156.06	91.25
YAR020C	I	176856	177023	-	168	83.14	64.76	54.10	89.60
snR18	I	142367	142468	+	102	458.50	224.50	416	290.50
YAR050W	I	203403	208016	+	4614	1426.49	763.79	1443.69	949.92
YAL016C-B	I	124307	124492	-	186	0.25	0	0	0
YAR019C	I	172211	175135	-	2925	1606.42	1413.69	1836.66	1999.07
YAR029W	I	186321	186545	+	225	60	25.33	52	35
YAR002W	I	152257	153876	+	1620	2856	2043	3591.10	2878
YAL039C	I	68716	69525	-	810	1027	1193	950.75	1502
YAR030C	I	186512	186853	-	342	43.83	19	37	22
YAR047C	I	201467	201787	-	321	0	0	0	0
YAL022C	I	108877	110430	-	1554	1799	969.50	1779.37	1322
YAL011W	I	132199	134076	+	1878	398.42	233	475	315.25
YAL001C	I;I	147594;151097	151006;151166	-;-	3483	658.48	682.42	743.44	928.26
YAL056W	I	39259	41901	+	2643	1171	653	1161.55	951.45
YAL066W	I	10091	10399	+	309	0	0	0.25	3
YAL013W	I	129270	130487	+	1218	902	609	1009.75	777
YAL047W-A	I	54584	54913	+	330	2	0.17	0.55	2.50
YAL016C-A	I	124755	125069	-	315	21	17	29.25	11
YAL064W	I	21566	21850	+	285	12.50	9	15.85	11.40
YAR071W	I	225460	226863	+	1404	1306.27	211.50	1204.02	311.55
YAR033W	I	188107	188811	+	705	336.20	286.40	388.33	337.20
YAR069C	I	224011	224304	-	294	2.67	2.61	1.50	3.50
YAR019W-A	I	174998	175330	+	333	3	7	3	4
YAR070C	I	224563	224862	-	300	4.17	2.50	1	8.50
YAL054C	I	42881	45022	-	2142	794.50	1759	885.91	2192.67
YAL067C	I	7235	9016	-	1782	40.30	33.25	43.56	88.31
YAL059W	I	36509	37147	+	639	457	134.50	572.05	203.33
YAL005C	I	139503	141431	-	1929	23848.79	14693.67	21996.21	19504.97
YAL068W-A	I	538	792	+	255	0.25	0.50	1	0.08
YAL035W	I	76427	79435	+	3009	12562.67	5821	14007.42	8343.00
YAL008W	I	136914	137510	+	597	263	195	290	275
YAL020C	I	113614	114615	-	1002	239	132	187.58	166
YAL032C	I	83335	84474	-	1140	656.50	457	673.33	655
YAL015C	I	126903	128102	-	1200	208.25	120.25	204.05	208.21
YAL028W	I	92900	94486	+	1587	306.83	746.83	373	906.83
YAL042C-A	I	61231	61608	-	378	7.50	8.50	3	7.50
YAL065C	I	11565	11951	-	387	105.53	78.42	96.81	101.64
YAL009W	I	135854	136633	+	780	394	287	402.17	351.33
YAR014C	I	166742	168871	-	2130	1697.17	1037.30	1817.85	1396.27
YAL037C-B	I	72326	73300	-	975	54.73	23.78	49.56	30.84
YAR053W	I	208367	208663	+	297	1.15	2	0.15	5.05
YAL036C	I	75043	76152	-	1110	1237.56	546.28	1384.98	737.51
YAL059C-A	I	36496	36918	-	423	8.25	3	2	5
YAL002W	I	143707	147531	+	3825	2000.75	1961.64	2062.08	2551.50
YAL021C	I	110846	113359	-	2514	6580.52	4210.50	7028.81	5558.17
tS(AGA)A	I	182522	182603	-	82	1	2.20	2.20	2.20
YAL061W	I	33448	34701	+	1254	102.75	243.25	93	376
YAR023C	I	179281	179820	-	540	127	109.06	132.06	138
YAL034C	I	80710	81951	-	1242	1224	1170	1416.25	1666.06
YAL026C-A	I	95386	95823	-	438	305.50	234	332.50	321.50
YAR002C-A	I	154065	154724	-	660	1754.25	1153	1706	1358
YAL004W	I	140760	141407	+	648	3.25	1.25	2.88	3.12
YAR008W	I	158966	159793	+	828	80	53	86	77
YAL067W-A	I	2480	2707	+	228	0	0	0	0
YAL049C	I	51855	52595	-	741	2102.50	1815	2255.10	2553.12
YAR060C	I	217157	217492	-	336	14.80	3.83	13.00	5.67
YAL047C	I	54989	56857	-	1869	640.36	406.12	737.46	612.36
YAL029C	I	87855	92270	-	4416	6948.86	4417	7692.06	6381.72
YAR031W	I	186836	187732	+	897	143.20	263.15	165.58	91.20
YAL027W	I	94687	95472	+	786	351	240.50	434	348
YAR073W	I	227742	228953	+	1212	122.65	51.17	130.23	85.57
YAL033W	I	82706	83227	+	522	355	135.50	400.50	266
YAR015W	I	169375	170295	+	921	1772.25	987	1942	1331.08
YAL044W-A	I	57518	57850	+	333	1206	735	1312	1001
YAL041W	I	62840	65404	+	2565	2454.06	2005.12	2584.25	2808
YAL019W-A	I	114250	114819	+	570	23.50	10.50	21	10
YAR035C-A	I	192337	192417	-	81	0	0	0	0
YAL068C	I	1807	2169	-	363	1.37	2.29	1.48	1.85
YAR042W	I	192619	196185	+	3567	6003.75	2856.12	6232.12	3947.21
YAL051W	I	48564	51707	+	3144	2466.06	1809.50	2810.05	2603.20
YAL043C	I	58695	61052	-	2358	3140.10	2208	3066.80	2918.06
YAR066W	I	221049	221660	+	612	198.67	127	189	168.50
YAL044C	I	57950	58462	-	513	1298.17	639.80	1367	951.65
YAR068W	I	222406	222891	+	486	522.50	328.67	572	433
YAL058W	I	37464	38972	+	1509	1460.06	706	1532.30	1005
YAL012W	I	130799	131983	+	1185	18198.42	14614.00	17414.23	17425.04
YAL064C-A	I	13363	13743	-	381	7	13.07	10.25	8.25
YAR028W	I	184892	185596	+	705	831.50	327.33	906.67	515
HRA1	I	99305	99868	+	564	13	7	13	15
YAL007C	I	137698	138345	-	648	2021.32	1654.98	2356.29	2385.93
YAL040C	I	65778	67520	-	1743	1571	1510.17	1424.09	1741.80
YAR010C	I	164544	165866	-	1323	62616.60	41095.97	77001.24	64081.13
YAR009C	I	160597	164187	-	3591	39766.91	27466.68	74997.26	59638.42
tD(GUC)Q	Mito	68322	68396	+	75	0	0	0	0
